gene,log2fc,statistic,pvalue,fdr,method,group1,group2
SLC25A5,-5.805632316137134,-27.821402732115487,1.532726308746965e-11,3.0326522744867445e-07,logCPM_Welch_ttest,GSE171524,GSE173896
RPS10,-7.625314729422025,-27.319922073208026,8.67354100753571e-11,4.399619688328172e-07,logCPM_Welch_ttest,GSE171524,GSE173896
PSME1,-6.204008753009891,-27.063650241930514,8.7919054831477e-11,4.399619688328172e-07,logCPM_Welch_ttest,GSE171524,GSE173896
AC124319.2,-5.11151515189542,-23.867200238916755,8.89440955893697e-11,4.399619688328172e-07,logCPM_Welch_ttest,GSE171524,GSE173896
HIST1H4C,-6.744584470313008,-22.927427851546412,1.3063848791920607e-10,5.169626243938822e-07,logCPM_Welch_ttest,GSE171524,GSE173896
NDUFB11,-6.231483514034187,-35.89121899611883,1.7510653697390567e-10,5.310272606725054e-07,logCPM_Welch_ttest,GSE171524,GSE173896
CAPN3,5.140847232763783,22.077713948083897,1.878697475339906e-10,5.310272606725054e-07,logCPM_Welch_ttest,GSE171524,GSE173896
COX6A1,-6.767097763734988,-22.365106540798138,2.3618304043766566e-10,5.841397047624566e-07,logCPM_Welch_ttest,GSE171524,GSE173896
AC069368.1,-5.287637698467708,-140.13017839886854,3.510819900650245e-10,7.718342506029527e-07,logCPM_Welch_ttest,GSE171524,GSE173896
ROMO1,-5.740645084161535,-20.518600982238134,5.860843591975234e-10,1.15962651310822e-06,logCPM_Welch_ttest,GSE171524,GSE173896
DBI,-6.147227915946966,-33.605791205369236,6.556562872117724e-10,1.1793468453429207e-06,logCPM_Welch_ttest,GSE171524,GSE173896
ZGPAT,4.485688679507898,19.645353603868784,7.412405261404303e-10,1.2221820875178794e-06,logCPM_Welch_ttest,GSE171524,GSE173896
TROVE2,-6.873127388314494,-117.27001482215066,8.551270908346331e-10,1.3015034322503117e-06,logCPM_Welch_ttest,GSE171524,GSE173896
UQCRQ,-5.899956702564997,-19.538614881612727,9.984154351971068e-10,1.4110462714864253e-06,logCPM_Welch_ttest,GSE171524,GSE173896
AP005131.1,3.8229095461795897,20.06581114563099,1.360004614919505e-09,1.7939367540531551e-06,logCPM_Welch_ttest,GSE171524,GSE173896
RAB43,4.024864899288271,20.458007116796725,1.5217434832058821e-09,1.881826034919474e-06,logCPM_Welch_ttest,GSE171524,GSE173896
LUC7L,1.0532132314572307,18.19834167456908,2.575951138738091e-09,2.9981040724159924e-06,logCPM_Welch_ttest,GSE171524,GSE173896
AL133481.1,3.689951472224085,17.19791683330276,2.7679324146550215e-09,3.0425728197980144e-06,logCPM_Welch_ttest,GSE171524,GSE173896
AC002463.1,5.282800690806799,16.610762200728615,3.8918715260926884e-09,4.0528721060668385e-06,logCPM_Welch_ttest,GSE171524,GSE173896
FNIP1,2.4049731833627366,19.02331388246961,4.785812338285039e-09,4.734604146265389e-06,logCPM_Welch_ttest,GSE171524,GSE173896
AC053513.1,5.538811012036507,16.585785812851263,5.466846472772183e-09,5.150810681441448e-06,logCPM_Welch_ttest,GSE171524,GSE173896
