gene,log2fc,statistic,pvalue,fdr,method,group1,group2
GATAD2B,-7.6978675639310925,-175.23279863927496,2.330175613986829e-12,7.943212132635156e-09,logCPM_Welch_ttest,GSE159354,GSE171524
FER,-8.941734222095514,-171.4702143889455,2.6542327846463695e-12,7.943212132635156e-09,logCPM_Welch_ttest,GSE159354,GSE171524
DDX39B,-6.858696220720545,-165.69496259482258,3.2598590748793896e-12,7.943212132635156e-09,logCPM_Welch_ttest,GSE159354,GSE171524
REV3L,-8.09875207486335,-163.73943379290802,3.50049101218818e-12,7.943212132635156e-09,logCPM_Welch_ttest,GSE159354,GSE171524
ITCH,-7.712543965738731,-154.7098331306563,4.919381724540686e-12,7.943212132635156e-09,logCPM_Welch_ttest,GSE159354,GSE171524
MAP4K3,-7.803601618895164,-154.48707995148263,4.962085219655877e-12,7.943212132635156e-09,logCPM_Welch_ttest,GSE159354,GSE171524
CCNT2,-6.819475841009544,-153.47744386576008,5.161145205119105e-12,7.943212132635156e-09,logCPM_Welch_ttest,GSE159354,GSE171524
TLK2,-6.960111679886383,-153.34765285478534,5.1874047209796306e-12,7.943212132635156e-09,logCPM_Welch_ttest,GSE159354,GSE171524
HERC1,-8.224493380339498,-153.03731089373517,5.250828036383306e-12,7.943212132635156e-09,logCPM_Welch_ttest,GSE159354,GSE171524
DOCK1,-9.207818692716591,-152.3542389314947,5.393638984610006e-12,7.943212132635156e-09,logCPM_Welch_ttest,GSE159354,GSE171524
EXOC6B,-9.043861818998412,-149.79590463133192,5.97034375234689e-12,7.993204767346605e-09,logCPM_Welch_ttest,GSE159354,GSE171524
CDKAL1,-8.350903809737495,-144.91896601939462,7.281599029932707e-12,8.753501109246026e-09,logCPM_Welch_ttest,GSE159354,GSE171524
NFIA,-7.951203642288058,-142.55845140927002,8.03543577535315e-12,8.753501109246026e-09,logCPM_Welch_ttest,GSE159354,GSE171524
ATP9B,-7.667245745945233,-141.68230086363124,8.338145478715237e-12,8.753501109246026e-09,logCPM_Welch_ttest,GSE159354,GSE171524
FHIT,-9.607477302591604,-140.10902243741756,8.915768088455924e-12,8.753501109246026e-09,logCPM_Welch_ttest,GSE159354,GSE171524
