gene,log2fc,statistic,pvalue,fdr,method,group1,group2
ALMS1,-4.612557391837408,-504.82217304056957,1.7141520612419427e-08,0.0002691904396974347,logCPM_Welch_ttest,GSE159354,GSE227691
SEC14L1,-6.141498817638158,-344.4114947216521,5.3978977407020936e-08,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
ABHD17B,-5.394313387522629,-299.2599877044363,8.228247134371052e-08,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
TOR1AIP2,-5.304366022270013,-234.89781682039518,1.7013962457938036e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
SSH2,-8.683776884338961,-230.26990057129737,1.8060498803371517e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
VPS13A,-5.664136525002571,-229.95903018795673,1.8133839853127788e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
DPH6,-3.987477382315186,-221.0795431218438,2.0407654049521703e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
MAP2K1,-6.848848834891146,-218.9420579948593,2.101118482641291e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
CYTH4,-5.518180449201603,-207.39796191388913,2.471843362092644e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
USP9Y,-5.914440264380555,-205.76877621008822,2.531018954890873e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
ATP6V1E1,-5.860021399306157,-198.55565310466793,2.8169836148632246e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
SLC41A3,-3.549933454902545,-198.55233201791052,2.8171249635019455e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
IFT52,-4.394841157144437,-194.14278496248704,3.013460486756451e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
KIF21A,-5.899522040601927,-192.92046521243202,3.0710991528617756e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
CCDC91,-7.630812146417158,-184.72369148808576,3.4983006657216803e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
USP8,-6.475850781647139,-183.49632760460887,3.568964133808022e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
TTC37,-4.9813933617221995,-182.9812930509456,3.599183389878843e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
AHCYL2,-5.490387219285639,-179.19719587832475,3.83202586317511e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
TMEM230,-7.025603172171247,-174.10435947831678,4.1782096981637045e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
ADCY3,-3.7058954894787006,-173.48460377681107,4.2231449247903934e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
ZNF414,-3.92996204418374,-170.09582062989907,4.4805959512313097e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
SH3BP1,-5.700401083895922,-166.7513902624758,4.7556088991891936e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
RNASEH2B,-6.004203480503724,-165.02510835808312,4.906403475474294e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
PTRH2,-4.156572189102175,-160.10735695914812,5.372493438222033e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
PHTF1,-5.734826503579949,-159.34004017597567,5.450475637928211e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
TRAPPC12,-4.723451104280836,-158.81731997285593,5.50446576053822e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
MFF,-5.742818064142599,-157.02153110809522,5.695471914402396e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
DFFB,-2.631020926725597,-155.72563295503585,5.838831793099693e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
NUDCD3,-5.047055812200281,-153.35334183820606,6.11398734101739e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
ZW10,-2.978865006195996,-152.41795997334532,6.22723157779625e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
SLC11A2,-3.900478162781267,-152.0005770820793,6.278665838513304e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
ASXL2,-5.801910375746426,-151.87755800235433,6.293933552555967e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
CMAS,-4.36169805605097,-151.0752220104269,6.394734608716361e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
ZNF565,-5.591893832960343,-149.56285043574178,6.590671353080032e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
UBALD1,-4.1444410967478795,-147.66727104110402,6.847724885795821e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
LARP4,-4.275215824540645,-145.60887778026475,7.142223647857098e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
USP32,-5.0294616213992605,-145.0459714817275,7.225691619001267e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
ZNF277,-5.160854606052691,-142.4652440332871,7.625475687347064e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
SEC23A,-5.995332236955849,-141.0789942190425,7.852449176663806e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
SCFD2,-5.339018216215962,-140.91246611353756,7.880318417383631e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
MPHOSPH6,-5.201484991995902,-140.48874262902763,7.951827688053669e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
PIK3IP1-AS1,-4.379322295477366,-139.41630786929738,8.136723955062253e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
MTRF1,-3.292133623457367,-138.70314598344453,8.262862963059486e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
AC124319.2,-4.333071142124562,-138.17758281678076,8.357494360059856e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
TUBD1,-4.493671743320352,-137.11208273435966,8.553825863631598e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
RCC1,-6.758794851199832,-136.26775624008673,8.713793017552736e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
MYO5A,-6.383832791166898,-134.97282020990974,8.966975110651672e-07,0.0002776596244807759,logCPM_Welch_ttest,GSE159354,GSE227691
